i,ui
827, 6.907923211141628
828, 6.867993019169712
829, 6.828062827197797
830, 6.788132635225881
831, 6.748202443253964
832, 6.7082722512820485
833, 6.668342059310127
834, 6.62841186733821
835, 6.5884816753662925
836, 6.548551483394375
837, 6.508621291422457
838, 6.468691099450539
839, 6.428760907478621
840, 6.388830715506704
841, 6.348900523534787
842, 6.308970331562868
843, 6.269040139590952
844, 6.229109947619034
845, 6.189179755647117
846, 6.149249563675199
847, 6.109319371703282
848, 6.069389179731365
849, 6.029458987759448
850, 5.989528795787532
851, 5.949598603815615
852, 5.909668411843699
853, 5.869738219871782
854, 5.829808027899865
855, 5.789877835927949
856, 5.749947643956033
857, 5.7100174519841165
858, 5.6700872600122
859, 5.630157068040284
860, 5.590226876068368
861, 5.550296684096453
862, 5.510366492124538
863, 5.470436300152622
864, 5.430506108180706
865, 5.39057591620879
866, 5.350645724236874
867, 5.310715532264958
868, 5.270785340293043
869, 5.230855148321127
870, 5.190924956349211
871, 5.150994764377296
872, 5.111064572405381
873, 5.071134380433464
874, 5.031204188461548
875, 4.991273996489633
876, 4.951343804517716
877, 4.9114136125457994
878, 4.871483420573884
879, 4.831553228601967
880, 4.7916230366300505
881, 4.751692844658135
882, 4.711762652686219
883, 4.6718324607143025
884, 4.631902268742386
885, 4.59197207677047
886, 4.5520418847985535
887, 4.512111692826637
888, 4.47218150085472
889, 4.432251308882804
890, 4.392321116910888
891, 4.352390924938972
892, 4.312460732967056
893, 4.27253054099514
894, 4.232600349023223
895, 4.192670157051307
896, 4.15273996507939
897, 4.1128097731074735
898, 4.072879581135557
899, 4.03294938916364
900, 3.993019197191724
901, 3.953089005219807
902, 3.9131588132478905
903, 3.8732286212759734
904, 3.833298429304057
905, 3.7933682373321407
906, 3.753438045360224
907, 3.7135078533883075
908, 3.673577661416391
909, 3.633647469444474
910, 3.5937172774725568
911, 3.5537870855006397
912, 3.5138568935287227
913, 3.473926701556806
914, 3.433996509584889
915, 3.394066317612972
916, 3.3541361256410545
917, 3.3142059336691374
918, 3.2742757416972204
919, 3.2343455497253033
920, 3.1944153577533867
921, 3.15448516578147
922, 3.114554973809553
923, 3.074624781837636
924, 3.034694589865719
925, 2.9947643978938023
926, 2.9548342059218857
927, 2.914904013949969
928, 2.8749738219780525
929, 2.8350436300061355
930, 2.795113438034219
931, 2.755183246062302
932, 2.715253054090385
933, 2.6753228621184686
934, 2.635392670146552
935, 2.595462478174635
936, 2.555532286202718
937, 2.515602094230801
938, 2.475671902258884
939, 2.4357417102869667
940, 2.39581151831505
941, 2.355881326343133
942, 2.315951134371216
943, 2.276020942399299
944, 2.2360907504273815
945, 2.196160558455464
946, 2.156230366483546
947, 2.1163001745116286
948, 2.0763699825397106
949, 2.036439790567793
950, 1.9965095985958756
951, 1.9565794066239584
952, 1.9166492146520409
953, 1.8767190226801231
954, 1.8367888307082056
955, 1.7968586387362881
956, 1.7569284467643707
957, 1.716998254792453
958, 1.6770680628205354
959, 1.637137870848618
960, 1.597207678876696
961, 1.5572774869047785
962, 1.517347294932861
963, 1.4774171029609433
964, 1.4374869109890258
965, 1.3975567190171083
966, 1.3576265270451908
967, 1.3176963350732736
968, 1.2777661431013558
969, 1.2378359511294383
970, 1.1979057591575208
971, 1.1579755671856031
972, 1.1180453752136856
973, 1.0781151832417681
974, 1.0381849912698506
975, 0.998254799297933
976, 0.9583246073260155
977, 0.9183944153540982
978, 0.8784642233821808
979, 0.8385340314102633
980, 0.798603839438346
981, 0.7586736474664287
982, 0.7187434554945115
983, 0.6788132635225942
984, 0.6388830715506768
985, 0.5989528795787595
986, 0.5590226876068423
987, 0.519092495634925
988, 0.47916230366300766
989, 0.4392321116910904
990, 0.3993019197191731
991, 0.3593717277472558
992, 0.31944153577533846
993, 0.27951134380342113
994, 0.23958115183150383
995, 0.19965095985958653
996, 0.15972076788766923
997, 0.11979057591575192
998, 0.0798603839438346
999, 0.0399301919719173
